#Contest ID,Contest Title,Contest Seq Nbr,Contest Type,Contest Party,Mail Blank Votes,In-Person Blank Votes,Mail Over Votes,In-Person Over Votes,Mail Invalid Votes,In-Person Invalid Votes,Registered Voters,Total Precincts,Counted Precincts,Candidate ID,Candidate Name,Candidate Seq Nbr,Candidate Party,Mail Votes,In-Person Votes,Total Votes
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","7","(SL) DE LA CRUZ, Claudia 
For PRESIDENT
GARCIA, Karina 
For VICE PRESIDENT","1",,"41","13","54",
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","1","(D) HARRIS, Kamala D. 
For PRESIDENT
WALZ, Tim 
For VICE PRESIDENT","2",,"114","45","159",
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","5","(L) OLIVER, Chase 
For PRESIDENT
TER MAAT, Mike 
For VICE PRESIDENT","3",,"29","8","37",
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","6","(S) SONSKI, Peter 
For PRESIDENT
ONAK, Lauren
For VICE PRESIDENT","4",,"33","8","41",
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","3","(G) STEIN, Jill 
For PRESIDENT
WARE, Rudolph
For VICE PRESIDENT","5",,"40","7","47",
"283","President and Vice President","1","OF",,"11","4","18","2","0","0","0","497","0","2","(R) TRUMP, Donald J. 
For PRESIDENT
VANCE, JD 
For VICE PRESIDENT","6",,"96","45","141",
"100","U.S. Senator","2","OF",,"13","5","21","2","0","0","0","496","0","3","(W) BILLIONAIRE, Shelby Pikachu","1",,"54","14","68",
"100","U.S. Senator","2","OF",,"13","5","21","2","0","0","0","496","0","2","(D) HIRONO, Mazie K.","2",,"130","50","180",
"100","U.S. Senator","2","OF",,"13","5","21","2","0","0","0","496","0","4","(R) MCDERMOTT, Bob","3",,"90","47","137",
"100","U.S. Senator","2","OF",,"13","5","21","2","0","0","0","496","0","1","(G) POHLMAN, Emma Jane Avila","4",,"49","14","63",
"3","U.S. Representative, Dist I","3","OF",,"25","2","10","2","0","0","0","223","0","1","(D) CASE, Ed","1",,"95","9","104",
"3","U.S. Representative, Dist I","3","OF",,"25","2","10","2","0","0","0","223","0","2","(R) LARGEY, Patrick C.","2",,"85","27","112",
"70","U.S. Representative, Dist II","4","OF",,"7","1","6","0","0","0","0","273","0","3","(R) BOND, Steve","1",,"28","19","47",
"70","U.S. Representative, Dist II","4","OF",,"7","1","6","0","0","0","0","273","0","4","(N) MEYER, Randall Kelly","2",,"11","12","23",
"70","U.S. Representative, Dist II","4","OF",,"7","1","6","0","0","0","0","273","0","2","(D) TOKUDA, Jill N.","3",,"73","50","123",
"70","U.S. Representative, Dist II","4","OF",,"7","1","6","0","0","0","0","273","0","1","(L) TOMAN, Aaron","4",,"17","10","27",
"284","State Senator, Dist 3","5","OF",,"0","1","0","0","0","0","0","20","0","2","(D) KANUHA, Dru Mamo","1",,"2","11","13",
"284","State Senator, Dist 3","5","OF",,"0","1","0","0","0","0","0","20","0","1","(R) SULLIVAN, Kurt (Sulli)","2",,"6","8","14",
"10","State Senator, Dist 6","6","OF",,"0","0","0","0","0","0","0","22","0","1","(D) MCKELVEY, Angus L.K.","1",,"2","10","12",
"10","State Senator, Dist 6","6","OF",,"0","0","0","0","0","0","0","22","0","2","(R) WALKER, Sheila","2",,"1","0","1",
"213","State Senator, Dist 7","7","OF",,"0","0","0","0","0","0","0","26","0","1","(D) DECOITE, Lynn Pualani","1",,"2","8","10",
"213","State Senator, Dist 7","7","OF",,"0","0","0","0","0","0","0","26","0","2","(R) MACARAEG, Gabby","2",,"2","2","4",
"233","State Senator, Dist 12","8","OF",,"0","0","0","0","0","0","0","14","0","2","(R) DABBS, Shotaro","1",,"0","10","10",
"233","State Senator, Dist 12","8","OF",,"0","0","0","0","0","0","0","14","0","1","(D) MORIWAKI, Sharon Y.","2",,"0","0","0",
"189","State Senator, Dist 16","9","OF",,"0","0","0","0","0","0","0","16","0","1","(R) BEEKMAN, Pat","1",,"0","0","0",
"189","State Senator, Dist 16","9","OF",,"0","0","0","0","0","0","0","16","0","2","(D) ELEFANTE, Brandon","2",,"0","0","0",
"15","State Senator, Dist 18","10","OF",,"0","1","0","1","0","0","0","22","0","1","(D) KIDANI, Michelle N.","1",,"0","4","4",
"15","State Senator, Dist 18","10","OF",,"0","1","0","1","0","0","0","22","0","2","(R) SVRCINA, Emil","2",,"0","4","4",
"75","State Senator, Dist 22","11","OF",,"0","0","0","0","0","0","0","16","0","2","(R) DECORTE, Samantha","1",,"0","0","0",
"75","State Senator, Dist 22","11","OF",,"0","0","0","0","0","0","0","16","0","1","(D) GATES, Cedric Asuega","2",,"0","0","0",
"76","State Senator, Dist 23","12","OF",,"5","0","1","0","0","0","0","24","0","2","(R) AWA, Brenton","1",,"9","0","9",
"76","State Senator, Dist 23","12","OF",,"5","0","1","0","0","0","0","24","0","1","(D) SHAFER, Ben","2",,"10","0","10",
"142","State Representative, Dist 3","13","OF",,"0","1","0","0","0","0","0","10","0","3","(L) MARTIN, Austin D. (Shiloh)","1",,"0","7","7",
"142","State Representative, Dist 3","13","OF",,"0","1","0","0","0","0","0","10","0","1","(D) TODD, Christopher L.T.","2",,"0","7","7",
"142","State Representative, Dist 3","13","OF",,"0","1","0","0","0","0","0","10","0","2","(R) WILSON, Kanoa","3",,"8","5","13",
"227","State Representative, Dist 4","14","OF",,"0","0","0","0","0","0","0","8","0","2","(R) HO, Keikilani","1",,"0","0","0",
"227","State Representative, Dist 4","14","OF",,"0","0","0","0","0","0","0","8","0","1","(D) ILAGAN, Greggor","2",,"0","0","0",
"171","State Representative, Dist 5","15","OF",,"6","0","3","0","0","0","0","20","0","2","(L) FOGEL, Frederick F.","1",,"3","0","3",
"171","State Representative, Dist 5","15","OF",,"6","0","3","0","0","0","0","20","0","3","(D) KAPELA, Jeanne","2",,"14","0","14",
"171","State Representative, Dist 5","15","OF",,"6","0","3","0","0","0","0","20","0","1","(R) OYAMA, Ashley","3",,"4","0","4",
"155","State Representative, Dist 6","16","OF",,"0","2","0","0","0","0","0","8","0","2","(D) KAHALOA, Kirstin","1",,"0","9","9",
"155","State Representative, Dist 6","16","OF",,"0","2","0","0","0","0","0","8","0","1","(R) MADISON, Sylvie M.","2",,"0","9","9",
"295","State Representative, Dist 7","17","OF",,"0","0","0","0","0","0","0","14","0","2","(R) DALHOUSE, Timothy A. (Tim)","1",,"7","0","7",
"295","State Representative, Dist 7","17","OF",,"0","0","0","0","0","0","0","14","0","1","(D) LOWEN, Nicole","2",,"1","0","1",
"168","State Representative, Dist 8","18","OF",,"0","0","0","0","0","0","0","8","0","2","(R) PERREIRA, Monique CobbAdams","1",,"0","0","0",
"168","State Representative, Dist 8","18","OF",,"0","0","0","0","0","0","0","8","0","1","(D) TARNAS, David A.","2",,"0","0","0",
"159","State Representative, Dist 11","19","OF",,"0","4","0","0","0","0","0","8","0","1","(R) ACAIN, Aileen R. (Lily)","1",,"0","0","0",
"159","State Representative, Dist 11","19","OF",,"0","4","0","0","0","0","0","8","0","2","(D) AMATO, Terez (T.Amato)","2",,"0","6","6",
"77","State Representative, Dist 12","20","OF",,"0","0","0","0","0","0","0","10","0","1","(R) JOHNSON, Dan","1",,"0","0","0",
"77","State Representative, Dist 12","20","OF",,"0","0","0","0","0","0","0","10","0","2","(G) RYAN, Rita M.","2",,"0","0","0",
"77","State Representative, Dist 12","20","OF",,"0","0","0","0","0","0","0","10","0","3","(D) YAMASHITA, Kyle T.","3",,"3","0","3",
"79","State Representative, Dist 13","21","OF",,"1","0","1","0","0","0","0","18","0","2","(R) ADAM, Scott","1",,"1","3","4",
"79","State Representative, Dist 13","21","OF",,"1","0","1","0","0","0","0","18","0","1","(D) POEPOE, Mahina","2",,"1","7","8",
"187","State Representative, Dist 14","22","OF",,"0","0","0","0","0","0","0","10","0","2","(R) ARMSTRONG, Kelly J.","1",,"0","0","0",
"187","State Representative, Dist 14","22","OF",,"0","0","0","0","0","0","0","10","0","1","(D) COCHRAN, Elle","2",,"0","0","0",
"229","State Representative, Dist 15","23","OF",,"0","1","0","0","0","0","0","10","0","2","(R) MORANZ, David A.","1",,"5","11","16",
"229","State Representative, Dist 15","23","OF",,"0","1","0","0","0","0","0","10","0","1","(D) NAKAMURA, Nadine K.","2",,"3","0","3",
"204","State Representative, Dist 16","24","OF",,"0","0","0","0","0","0","0","10","0","1","(D) EVSLIN, Luke A.","1",,"0","5","5",
"204","State Representative, Dist 16","24","OF",,"0","0","0","0","0","0","0","10","0","2","(R) YODER, Steve","2",,"0","5","5",
"165","State Representative, Dist 17","25","OF",,"2","0","0","0","0","0","0","12","0","2","(R) JAUCH, Michael H.","1",,"2","0","2",
"165","State Representative, Dist 17","25","OF",,"2","0","0","0","0","0","0","12","0","1","(D) MORIKAWA, Daynette (Dee)","2",,"3","0","3",
"158","State Representative, Dist 20","26","OF",,"0","0","0","0","0","0","0","10","0","2","(D) NAKADA GRANDINETTI, Tina","1",,"0","0","0",
"158","State Representative, Dist 20","26","OF",,"0","0","0","0","0","0","0","10","0","1","(R) SOLOMON, Corinne S.","2",,"0","0","0",
"81","State Representative, Dist 21","27","OF",,"0","0","0","0","0","0","0","8","0","2","(D) SAYAMA, Jackson D.","1",,"7","0","7",
"81","State Representative, Dist 21","27","OF",,"0","0","0","0","0","0","0","8","0","1","(R) SEASHELL, Joelle","2",,"18","0","18",
"39","State Representative, Dist 22","28","OF",,"12","0","6","0","0","0","0","10","0","2","(D) GARRETT, Andrew Takuya","1",,"35","0","35",
"39","State Representative, Dist 22","28","OF",,"12","0","6","0","0","0","0","10","0","1","(R) IMAMURA, Jeffrey H.","2",,"17","0","17",
"198","State Representative, Dist 24","29","OF",,"0","0","0","0","0","0","0","8","0","1","(R) ANDERSON, Jillian T.","1",,"0","10","10",
"198","State Representative, Dist 24","29","OF",,"0","0","0","0","0","0","0","8","0","2","(D) TAM, Adrian","2",,"0","0","0",
"250","State Representative, Dist 27","30","OF",,"0","0","0","0","0","0","0","8","0","2","(R) LIM, Margaret U.","1",,"0","0","0",
"250","State Representative, Dist 27","30","OF",,"0","0","0","0","0","0","0","8","0","1","(D) TAKENOUCHI, Jenna","2",,"0","0","0",
"230","State Representative, Dist 29","31","OF",,"0","0","0","0","0","0","0","8","0","2","(D) HUSSEY, Ikaika Lardizabal","1",,"0","0","0",
"230","State Representative, Dist 29","31","OF",,"0","0","0","0","0","0","0","8","0","1","(R) KAAPU, Carole Kauhiwai","2",,"0","0","0",
"228","State Representative, Dist 30","32","OF",,"7","0","0","0","0","0","0","8","0","1","(R) AZINGA, P. M.","1",,"8","0","8",
"228","State Representative, Dist 30","32","OF",,"7","0","0","0","0","0","0","8","0","2","(D) TEMPLO, Shirley Ann Labadan","2",,"10","0","10",
"294","State Representative, Dist 31","33","OF",,"0","0","0","0","0","0","0","8","0","2","(D) ICHIYAMA, Linda","1",,"0","0","0",
"294","State Representative, Dist 31","33","OF",,"0","0","0","0","0","0","0","8","0","1","(R) VALDEZ, Nancy A.","2",,"0","0","0",
"211","State Representative, Dist 32","34","OF",,"0","0","0","0","0","0","0","10","0","2","(D) AIU, Micah Pookela Kim","1",,"0","0","0",
"211","State Representative, Dist 32","34","OF",,"0","0","0","0","0","0","0","10","0","1","(R) SHIMIZU, Garner Musashi","2",,"0","0","0",
"161","State Representative, Dist 34","35","OF",,"0","0","0","0","0","0","0","8","0","2","(R) DUPIO, Gaius, II","1",,"0","0","0",
"161","State Representative, Dist 34","35","OF",,"0","0","0","0","0","0","0","8","0","1","(D) TAKAYAMA, Gregg","2",,"0","0","0",
"86","State Representative, Dist 37","36","OF",,"0","1","0","0","0","0","0","8","0","1","(R) KAAUMOANA, Taylor","1",,"0","5","5",
"86","State Representative, Dist 37","36","OF",,"0","1","0","0","0","0","0","8","0","2","(D) LA CHICA, Trish","2",,"0","4","4",
